Date	Year	MonthNo	Month	QuarterNo	Quarter	Day
T:1997-09-11T00:00:00	I:1997	I:9	S:September	I:3	S:Qtr 3	I:11
T:1997-09-12T00:00:00	I:1997	I:9	S:September	I:3	S:Qtr 3	I:12
T:1997-09-13T00:00:00	I:1997	I:9	S:September	I:3	S:Qtr 3	I:13
T:1997-09-14T00:00:00	I:1997	I:9	S:September	I:3	S:Qtr 3	I:14
T:1997-09-15T00:00:00	I:1997	I:9	S:September	I:3	S:Qtr 3	I:15
T:1997-09-16T00:00:00	I:1997	I:9	S:September	I:3	S:Qtr 3	I:16
T:1997-09-17T00:00:00	I:1997	I:9	S:September	I:3	S:Qtr 3	I:17
T:1997-09-18T00:00:00	I:1997	I:9	S:September	I:3	S:Qtr 3	I:18
T:1997-09-19T00:00:00	I:1997	I:9	S:September	I:3	S:Qtr 3	I:19
T:1997-09-20T00:00:00	I:1997	I:9	S:September	I:3	S:Qtr 3	I:20
T:1997-09-21T00:00:00	I:1997	I:9	S:September	I:3	S:Qtr 3	I:21
T:1997-09-22T00:00:00	I:1997	I:9	S:September	I:3	S:Qtr 3	I:22
T:1997-09-23T00:00:00	I:1997	I:9	S:September	I:3	S:Qtr 3	I:23
T:1997-09-24T00:00:00	I:1997	I:9	S:September	I:3	S:Qtr 3	I:24
T:1997-09-25T00:00:00	I:1997	I:9	S:September	I:3	S:Qtr 3	I:25
T:1997-09-26T00:00:00	I:1997	I:9	S:September	I:3	S:Qtr 3	I:26
T:1997-09-27T00:00:00	I:1997	I:9	S:September	I:3	S:Qtr 3	I:27
T:1997-09-28T00:00:00	I:1997	I:9	S:September	I:3	S:Qtr 3	I:28
T:1997-09-29T00:00:00	I:1997	I:9	S:September	I:3	S:Qtr 3	I:29
T:1997-09-30T00:00:00	I:1997	I:9	S:September	I:3	S:Qtr 3	I:30
T:1997-10-01T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:1
T:1997-10-02T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:2
T:1997-10-03T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:3
T:1997-10-04T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:4
T:1997-10-05T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:5
T:1997-10-06T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:6
T:1997-10-07T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:7
T:1997-10-08T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:8
T:1997-10-09T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:9
T:1997-10-10T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:10
T:1997-10-11T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:11
T:1997-10-12T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:12
T:1997-10-13T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:13
T:1997-10-14T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:14
T:1997-10-15T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:15
T:1997-10-16T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:16
T:1997-10-17T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:17
T:1997-10-18T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:18
T:1997-10-19T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:19
T:1997-10-20T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:20
T:1997-10-21T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:21
T:1997-10-22T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:22
T:1997-10-23T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:23
T:1997-10-24T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:24
T:1997-10-25T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:25
T:1997-10-26T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:26
T:1997-10-27T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:27
T:1997-10-28T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:28
T:1997-10-29T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:29
T:1997-10-30T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:30
T:1997-10-31T00:00:00	I:1997	I:10	S:October	I:4	S:Qtr 4	I:31
T:1997-11-01T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:1
T:1997-11-02T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:2
T:1997-11-03T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:3
T:1997-11-04T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:4
T:1997-11-05T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:5
T:1997-11-06T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:6
T:1997-11-07T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:7
T:1997-11-08T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:8
T:1997-11-09T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:9
T:1997-11-10T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:10
T:1997-11-11T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:11
T:1997-11-12T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:12
T:1997-11-13T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:13
T:1997-11-14T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:14
T:1997-11-15T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:15
T:1997-11-16T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:16
T:1997-11-17T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:17
T:1997-11-18T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:18
T:1997-11-19T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:19
T:1997-11-20T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:20
T:1997-11-21T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:21
T:1997-11-22T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:22
T:1997-11-23T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:23
T:1997-11-24T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:24
T:1997-11-25T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:25
T:1997-11-26T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:26
T:1997-11-27T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:27
T:1997-11-28T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:28
T:1997-11-29T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:29
T:1997-11-30T00:00:00	I:1997	I:11	S:November	I:4	S:Qtr 4	I:30
T:1997-12-01T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:1
T:1997-12-02T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:2
T:1997-12-03T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:3
T:1997-12-04T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:4
T:1997-12-05T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:5
T:1997-12-06T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:6
T:1997-12-07T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:7
T:1997-12-08T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:8
T:1997-12-09T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:9
T:1997-12-10T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:10
T:1997-12-11T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:11
T:1997-12-12T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:12
T:1997-12-13T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:13
T:1997-12-14T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:14
T:1997-12-15T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:15
T:1997-12-16T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:16
T:1997-12-17T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:17
T:1997-12-18T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:18
T:1997-12-19T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:19
T:1997-12-20T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:20
T:1997-12-21T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:21
T:1997-12-22T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:22
T:1997-12-23T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:23
T:1997-12-24T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:24
T:1997-12-25T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:25
T:1997-12-26T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:26
T:1997-12-27T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:27
T:1997-12-28T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:28
T:1997-12-29T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:29
T:1997-12-30T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:30
T:1997-12-31T00:00:00	I:1997	I:12	S:December	I:4	S:Qtr 4	I:31
T:1998-01-01T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:1
T:1998-01-02T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:2
T:1998-01-03T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:3
T:1998-01-04T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:4
T:1998-01-05T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:5
T:1998-01-06T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:6
T:1998-01-07T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:7
T:1998-01-08T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:8
T:1998-01-09T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:9
T:1998-01-10T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:10
T:1998-01-11T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:11
T:1998-01-12T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:12
T:1998-01-13T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:13
T:1998-01-14T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:14
T:1998-01-15T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:15
T:1998-01-16T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:16
T:1998-01-17T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:17
T:1998-01-18T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:18
T:1998-01-19T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:19
T:1998-01-20T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:20
T:1998-01-21T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:21
T:1998-01-22T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:22
T:1998-01-23T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:23
T:1998-01-24T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:24
T:1998-01-25T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:25
T:1998-01-26T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:26
T:1998-01-27T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:27
T:1998-01-28T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:28
T:1998-01-29T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:29
T:1998-01-30T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:30
T:1998-01-31T00:00:00	I:1998	I:1	S:January	I:1	S:Qtr 1	I:31
T:1998-02-01T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:1
T:1998-02-02T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:2
T:1998-02-03T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:3
T:1998-02-04T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:4
T:1998-02-05T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:5
T:1998-02-06T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:6
T:1998-02-07T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:7
T:1998-02-08T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:8
T:1998-02-09T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:9
T:1998-02-10T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:10
T:1998-02-11T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:11
T:1998-02-12T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:12
T:1998-02-13T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:13
T:1998-02-14T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:14
T:1998-02-15T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:15
T:1998-02-16T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:16
T:1998-02-17T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:17
T:1998-02-18T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:18
T:1998-02-19T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:19
T:1998-02-20T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:20
T:1998-02-21T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:21
T:1998-02-22T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:22
T:1998-02-23T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:23
T:1998-02-24T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:24
T:1998-02-25T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:25
T:1998-02-26T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:26
T:1998-02-27T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:27
T:1998-02-28T00:00:00	I:1998	I:2	S:February	I:1	S:Qtr 1	I:28
T:1998-03-01T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:1
T:1998-03-02T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:2
T:1998-03-03T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:3
T:1998-03-04T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:4
T:1998-03-05T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:5
T:1998-03-06T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:6
T:1998-03-07T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:7
T:1998-03-08T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:8
T:1998-03-09T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:9
T:1998-03-10T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:10
T:1998-03-11T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:11
T:1998-03-12T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:12
T:1998-03-13T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:13
T:1998-03-14T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:14
T:1998-03-15T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:15
T:1998-03-16T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:16
T:1998-03-17T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:17
T:1998-03-18T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:18
T:1998-03-19T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:19
T:1998-03-20T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:20
T:1998-03-21T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:21
T:1998-03-22T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:22
T:1998-03-23T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:23
T:1998-03-24T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:24
T:1998-03-25T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:25
T:1998-03-26T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:26
T:1998-03-27T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:27
T:1998-03-28T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:28
T:1998-03-29T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:29
T:1998-03-30T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:30
T:1998-03-31T00:00:00	I:1998	I:3	S:March	I:1	S:Qtr 1	I:31
T:1998-04-01T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:1
T:1998-04-02T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:2
T:1998-04-03T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:3
T:1998-04-04T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:4
T:1998-04-05T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:5
T:1998-04-06T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:6
T:1998-04-07T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:7
T:1998-04-08T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:8
T:1998-04-09T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:9
T:1998-04-10T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:10
T:1998-04-11T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:11
T:1998-04-12T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:12
T:1998-04-13T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:13
T:1998-04-14T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:14
T:1998-04-15T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:15
T:1998-04-16T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:16
T:1998-04-17T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:17
T:1998-04-18T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:18
T:1998-04-19T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:19
T:1998-04-20T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:20
T:1998-04-21T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:21
T:1998-04-22T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:22
T:1998-04-23T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:23
T:1998-04-24T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:24
T:1998-04-25T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:25
T:1998-04-26T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:26
T:1998-04-27T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:27
T:1998-04-28T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:28
T:1998-04-29T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:29
T:1998-04-30T00:00:00	I:1998	I:4	S:April	I:2	S:Qtr 2	I:30
T:1998-05-01T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:1
T:1998-05-02T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:2
T:1998-05-03T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:3
T:1998-05-04T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:4
T:1998-05-05T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:5
T:1998-05-06T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:6
T:1998-05-07T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:7
T:1998-05-08T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:8
T:1998-05-09T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:9
T:1998-05-10T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:10
T:1998-05-11T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:11
T:1998-05-12T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:12
T:1998-05-13T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:13
T:1998-05-14T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:14
T:1998-05-15T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:15
T:1998-05-16T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:16
T:1998-05-17T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:17
T:1998-05-18T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:18
T:1998-05-19T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:19
T:1998-05-20T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:20
T:1998-05-21T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:21
T:1998-05-22T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:22
T:1998-05-23T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:23
T:1998-05-24T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:24
T:1998-05-25T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:25
T:1998-05-26T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:26
T:1998-05-27T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:27
T:1998-05-28T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:28
T:1998-05-29T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:29
T:1998-05-30T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:30
T:1998-05-31T00:00:00	I:1998	I:5	S:May	I:2	S:Qtr 2	I:31
T:1998-06-01T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:1
T:1998-06-02T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:2
T:1998-06-03T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:3
T:1998-06-04T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:4
T:1998-06-05T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:5
T:1998-06-06T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:6
T:1998-06-07T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:7
T:1998-06-08T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:8
T:1998-06-09T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:9
T:1998-06-10T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:10
T:1998-06-11T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:11
T:1998-06-12T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:12
T:1998-06-13T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:13
T:1998-06-14T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:14
T:1998-06-15T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:15
T:1998-06-16T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:16
T:1998-06-17T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:17
T:1998-06-18T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:18
T:1998-06-19T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:19
T:1998-06-20T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:20
T:1998-06-21T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:21
T:1998-06-22T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:22
T:1998-06-23T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:23
T:1998-06-24T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:24
T:1998-06-25T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:25
T:1998-06-26T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:26
T:1998-06-27T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:27
T:1998-06-28T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:28
T:1998-06-29T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:29
T:1998-06-30T00:00:00	I:1998	I:6	S:June	I:2	S:Qtr 2	I:30
T:1998-07-01T00:00:00	I:1998	I:7	S:July	I:3	S:Qtr 3	I:1
T:1998-07-02T00:00:00	I:1998	I:7	S:July	I:3	S:Qtr 3	I:2
T:1998-07-03T00:00:00	I:1998	I:7	S:July	I:3	S:Qtr 3	I:3
T:1998-07-04T00:00:00	I:1998	I:7	S:July	I:3	S:Qtr 3	I:4
T:1998-07-05T00:00:00	I:1998	I:7	S:July	I:3	S:Qtr 3	I:5
T:1998-07-06T00:00:00	I:1998	I:7	S:July	I:3	S:Qtr 3	I:6
T:1998-07-07T00:00:00	I:1998	I:7	S:July	I:3	S:Qtr 3	I:7
T:1998-07-08T00:00:00	I:1998	I:7	S:July	I:3	S:Qtr 3	I:8
T:1998-07-09T00:00:00	I:1998	I:7	S:July	I:3	S:Qtr 3	I:9
T:1998-07-10T00:00:00	I:1998	I:7	S:July	I:3	S:Qtr 3	I:10
T:1998-07-11T00:00:00	I:1998	I:7	S:July	I:3	S:Qtr 3	I:11
T:1998-07-12T00:00:00	I:1998	I:7	S:July	I:3	S:Qtr 3	I:12
T:1998-07-13T00:00:00	I:1998	I:7	S:July	I:3	S:Qtr 3	I:13
T:1998-07-14T00:00:00	I:1998	I:7	S:July	I:3	S:Qtr 3	I:14
T:1998-07-15T00:00:00	I:1998	I:7	S:July	I:3	S:Qtr 3	I:15
T:1998-07-16T00:00:00	I:1998	I:7	S:July	I:3	S:Qtr 3	I:16
T:1998-07-17T00:00:00	I:1998	I:7	S:July	I:3	S:Qtr 3	I:17
